text_combined,label
hpl nom august 30 2000 see attached file hplo 830 xls hplo 830 xls,0
revision 1 enron hpl actuals august 29 2000 teco tap 20 000 enron 82 083 hpl gas daily ls hpl lsk ic 20 000 enron,0
hpl nom april 19 2001 see attached file hplno 419 xls hplno 419 xls,0
txu nom wed 9 6 00 ok guess noms attach answer see attached file hplo 906 xls hplo 906 xls,0
enron hpl actuals august 30 2000 teco tap 20 000 enron 79 167 hpl gas daily ls hpl lsk ic 20 000 enron,0
enron hpl actuals august 24 2000 teco tap 30 000 enron 92 500 hpl gas daily ls hpl lsk ic 20 000 enron,0
enron hpl actuals august 29 2000 hey charlie day 29 show total volume 102 083 140 0 9 la 70 0 2 1 hour 0 0 3 8 also total volume day 28 show hplr 2015 0 enron 1 152 0 gd 666 877 please advise ami melissa jones 08 30 2000 10 10 27 charlie stone gary green timpowell txu com daren j farmer enron com gary hanks enron com carlos j rodriguez enron com earl tisdale enron com ami chokshi enron com cc subject enron hpl actuals august 29 2000 teco tap 20 000 enron 79 167 hpl gas daily ls hpl lsk ic 20 000 enron,0
enron hpl actuals august 31 2000 teco tap 18 000 enron 52 000 hpl gas daily ls hpl lsk ic 20 000 enron,0
enron hpl actuals august 29 2000 regards 29 th gary tufco spoke lee hpl requesting tap volume decrease 2 mike valero unable accomodate request 2 30 lee confirmed gary volumes decreased 140 0 2 30 please let know like proceed still working lonestar volumes sept let know soon possible regards ami forwarded ami chokshi corp enron 08 30 2000 12 38 pm enron north america corp ami chokshi 08 30 2000 10 37 charlie stone daren j farmer hou ect ect cc gary hanks hou ect ect subject enron hpl actuals august 29 2000 hey charlie day 29 show total volume 102 083 140 0 9 la 70 0 2 1 hour 0 0 3 8 also total volume day 28 show hplr 2015 0 enron 1 152 0 gd 666 877 please advise ami melissa jones 08 30 2000 10 10 27 charlie stone gary green timpowell txu com daren j farmer enron com gary hanks enron com carlos j rodriguez enron com earl tisdale enron com ami chokshi enron com cc subject enron hpl actuals august 29 2000 teco tap 20 000 enron 79 167 hpl gas daily ls hpl lsk ic 20 000 enron,0
september 2000 iferc sds noms attached september 2000 nomination takes gas sales purchase contract txu fuels previously tufco hpl resources co txu fuels contr 3949 well september 2000 nomination takes gas sales purchase contract txu fuels sds please advise questions concerning attached thanks tim see attached file minhplno 0 xls see attached file sdsnom xls minhplno 0 xls sdsnom xls,0
enron hpl nom wednesday aug 6 2000 see attached file hplo 906 xls hplo 906 xls,0
hpl nom september 1 2000 see attached file hplo 901 xls hplo 901 xls,0
revision 1 enron hpl actuals august 31 2000 teco tap 70 000 hpl gas daily ls hpl lsk ic 8 000 enron 12 000 hpl gas daily forwarded melissa jones texas utilities 09 01 2000 10 54 melissa jones 09 01 2000 10 25 charlie stone texas utilities tu gary green texas utilities tu tim powell lsp enserch us tu daren j farmer enron com gary hanks enron com carlos j rodriguez enron com earl tisdale enron com ami chokshi enron com cc subject enron hpl actuals august 31 2000 teco tap 18 000 enron 52 000 hpl gas daily ls hpl lsk ic 20 000 enron,0
hpl nom august 26 2000 see attached file hplo 826 xls hplo 826 xls,0
nom actual volume april 17 th agree eileen ponton 04 18 2001 10 48 19 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject nom actual volume april 17 th nom mcf mmbtu 50 000 48 264 49 568 btu 1 027,0
revision 1 hpl nom sept 2 2000 see attached file hplo 902 xls hplo 902 xls,0
enron hpl actuals september 1 4 2000 september 1 2000 teco tap 35 000 enron 96 250 hpl iferc ls hpl lsk ic 15 000 enron september 2 2000 teco tap 25 000 enron 88 750 hpl iferc ls hpl lsk ic 25 000 enron september 3 2000 teco tap 25 000 enron 88 750 hpl iferc ls hpl lsk ic 25 000 enron september 4 2000 teco tap 25 000 enron 83 333 hpl iferc ls hpl lsk ic 25 000 enron,0
enron hpl actuals august 28 2000 teco tap 20 000 enron 120 000 hpl gas daily ls hpl lsk ic 20 000 enron,0
enron hpl actuals august 10 2000 teco tap 20 000 enron 64 583 hpl iferc ls hpl lsk ic 20 000 enron,0
enron hpl actuals august 14 2000 august 14 2000 teco tap 67 500 hpl iferc 20 000 enron ls hpl lsk ic 20 000 enron,0
enron hpl actuals august 23 2000 teco tap 34 167 hpl gas daily 30 000 enron ls hpl lsk ic 20 000 enron,0
enron hpl actuals august 21 2000 teco tap 76 250 hpl iferc 20 000 enron ls hpl lsk ic 20 000 enron,0
hpl nom august 22 2000 see attached file hplo 822 xls hplo 822 xls,0
revision 1 enron hpl actuals august 21 2000 correct numbers teco tap 31 876 hpl gas daily 44 374 hpl iferc ls hpl lsk ic 20 000 enron previous numbers teco tap 76 250 hpl iferc 20 000 enron ls hpl lsk ic 20 000 enron,0
revisions hpl nom 4 18 01 4 19 01 see attached file hplno 418 xls see attached file hplno 419 xls hplno 418 xls hplno 419 xls,0
enron actuals august 17 2000 teco tap 120 000 iferc 20 000 enron lsp hpl katy 20 000 enron,0
enron hpl actuals august 15 2000 teco tap 120 000 hpl iferc 20 000 enron ls hpl lsk ic 20 000 enron,0
revision 2 enron hpl actuals august 21 2000 correct numbers teco tap 31 876 hpl gas daily 44 374 hpl iferc 20 000 enron teco tap ls hpl lsk ic 20 000 enron previous numbers teco tap 76 250 hpl iferc 20 000 enron ls hpl lsk ic 20 000 enron,0
hpl nom august 18 2000 see attached file hplo 818 xls hplo 818 xls,0
hpl noms august 19 thru 21 2000 see attached file hplo 819 xls hplo 819 xls,0
hpl nom august 23 2000 see attached file hplo 823 xls hplo 823 xls,0
hpl nom august 24 2000 see attached file hplo 824 xls hplo 824 xls,0
hpl nom august 12 2000 see attached file hplo 812 xls hplo 812 xls,0
hpl nom august 15 2000 see attached file hplo 815 xls hplo 815 xls,0
hpl nom august 17 2000 see attached file hplo 817 xls hplo 817 xls,0
enron hpl actuals august 11 13 2000 oops right sorry,0
revision 1 hpl nom august 11 2000 see attached file hplo 811 xls hplo 811 xls,0
enron hpl actuals august 11 13 2000 august 11 2000 teco tap 108 333 hpl iferc 20 000 enron ls hpl lsk ic 20 000 enron august 12 2000 teco tap 85 000 hpl iferc 20 000 enron ls hpl lsk ic 20 000 enron august 13 2000 teco tap 32 500 hpl iferc 20 000 enron,0
hpl nom august 25 2000 see attached file hplo 825 xls hplo 825 xls,0
enron hpl actuals august 11 13 2000 revision august 13 2000 august 11 2000 teco tap 108 333 hpl iferc 20 000 enron ls hpl lsk ic 20 000 enron august 12 2000 teco tap 85 000 hpl iferc 20 000 enron ls hpl lsk ic 20 000 enron august 13 2000 teco tap 32 500 hpl iferc 20 000 enron ls hpl lsk ic 20 000 enron,0
hpl nom april 20 2001 see attached file hplno 420 xls hplno 420 xls,0
tux fuel nominations 8 16 00 please advise questions concerning attached see attached file hplo 816 xls hplo 816 xls,0
enron hpl actuals august 18 20 2000 august 18 2000 teco tap 20 000 enron 114 167 hpl iferc ls hpl lsk ic 20 000 enron august 19 2000 teco tap 20 000 enron 96 667 hpl iferc ls hpl lsk ic 20 000 enron august 20 2000 teco tap 20 000 enron 102 500 hpl iferc ls hpl lsk ic 20 000 enron,0
revision 1 enron hpl actuals august 3 2000 issue day resolved ami forwarded ami chokshi corp enron 08 09 2000 05 49 pm melissa jones 08 09 2000 03 52 29 pm charlie stone gary green timpowell txu com daren j farmer enron com gary hanks enron com carlos j rodriguez enron com earl tisdale enron com ami chokshi enron com cc subject revision 1 enron hpl actuals august 3 2000 teco tap 88 542 hpl iferc 20 000 enron,0
enron hpl actuals august 3 2000 teco tap 20 000 enron 91 667 hpl iferc ls hpl lsk ic 20 000 enron,0
nom actual flow april 19 th forwarded melissa jones texas utilities 04 20 2001 01 23 pm eileen ponton 04 20 2001 01 00 55 pm david avila lsp enserch us tu cc charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com subject nom actual flow april 19 th sorry missed line report agree w nom 8 333 david avila com cc charlie stone melissa jones hpl scheduling enron com liz bellamy enron com 04 20 01 bcc 12 54 pm subject nom actual flow april 19 th records show following changes 4 19 01 25 000 0900 11000 2 hours 25 000 0300 0900 6 hours total nom day 8 333 mmbtu eileen ponton 04 20 2001 11 49 48 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject nom actual flow april 19 th gas control shows flowing 2 hours 9 00 11 00 rate 25 000 nom mcf mmbtu 2 084 5 819 5 977 btu 1 027,0
hpl nom august 9 2000 see attached file hplo 809 xls hplo 809 xls,0
revision 1 enron hpl actuals july 23 2000 10 000 enron ls hpl lsk ic 30 000 enron corrected numbers teco tap 45 000 hpl iferc 10 000 enron ls hpl lsk ic 30 000 enron july 28 2000 previous numbers teco tap 10 000 enron 61 250 hpl iferc 8 750 hpl gas daily ls hpl lsk ic 30 000 enron corrected numbers teco tap 10 000 enron 66 250 hpl iferc 3 750 hpl gas daily ls hpl lsk ic 30 000 enron,0
hpl nom august 4 2000 see attached file hplo 804 xls hplo 804 xls,0
revision 1 enron actuals july 31 2000 teco tap 115 000 hpl gas daily ls hpl lsk ic 27 500 enron 2 500 hpl gas daily,0
hpl nom august 11 2000 oops sent wrong nom correct hpl nom august 11 2000 sorry see attached file hplo 811 xls hplo 811 xls,0
enron hpl actuals july 31 2000 hey charlie 31 st show enron contract would fulfilled 30 0 hpl katy please correct incorrect iferc totals 2 015 0 7 28 00 volume 28 th 61 250 tap enron totals 1 240 0 31 st volume 31 st 30 0 hpl gas daily totals 331 250 tap 7 28 6 250 assuming 77 5 tap 7 29 100 0 7 30 110 0 7 31 115 0 assuming 30 0 enron contract th 31 st please advise regards ami melissa jones 08 01 2000 10 44 08 charlie stone gary green timpowell txu com daren j farmer enron com gary hanks enron com carlos j rodriguez enron com earl tisdale enron com ami chokshi enron com cc subject enron hpl actuals july 31 2000 teco tap 105 000 hpl iferc 10 000 enron ls hpl lsk ic 30 000 enron,0
hpl nom august 3 2000 see attached file hplo 803 xls hplo 803 xls,0
hpl nom august 5 2000 see attached file hplo 805 xls hplo 805 xls,0
hpl nom april 21 23 2001 see attached file hplno 421 xls hplno 421 xls,0
hpl noms august 8 2000 see attached file hplo 808 xls hplo 808 xls,0
revision 1 enron hpl actuals august 3 2000 teco tap 88 542 hpl iferc 20 000 enron,0
hpl nom august 11 2000 see attached file wtxo 811 xls wtxo 811 xls,0
hpl nom august 2 2000 see attached file hplo 802 xls hplo 802 xls,0
enron actuals august 4 thru 6 2000 aug 4 teco tap 120 000 hpl iferc 20 000 enron ls hpl katy 20 000 enron aug 5 teco tap 96 667 hpl iferc 20 000 enron ls hpl katy 20 000 enron aug 6 teco tap 120 000 hpl iferc 20 000 enron ls hpl katy 20 000 enron,0
enron hpl actuals august 2 2000 teco tap 15 000 enron 110 000 hpl iferc ls hpl lsk ic 27 000 enron,0
enron hpl actuals august 9 2000 teco tap 20 000 enron 44 167 hpl iferc ls hpl lsk ic 20 000 enron,0
hpl nom august 10 2000 see attached file hplo 810 xls hplo 810 xls,0
enron hpl actuals july 28 30 2000 tim day 28 show total 77 5 tap broken follows 9 lp 0 2 p 4 120 0 5 60 0 6 8 0 please advise regards ami melissa jones 07 31 2000 10 24 09 charlie stone gary green timpowell txu com daren j farmer enron com gary hanks enron com carlos j rodriguez enron com earl tisdale enron com ami chokshi enron com cc subject enron hpl actuals july 28 30 2000 july 28 2000 teco tap 10 000 enron 61 250 hpl iferc 8 750 hpl gas daily ls hpl lsk ic 30 000 enron july 29 2000 teco tap 10 000 enron 100 000 hpl gas daily ls hpl lsk ic 30 000 enron july 30 2000 teco tap 10 000 enron 110 000 hpl gas daily ls hpl lsk ic 30 000 enron,0
enron hpl actuals july 27 2000 teco tap 25 000 enron 48 750 hpl iferc ls hpl lsk ic 15 000 enron,0
hpl nom july 27 2000 see attached file hplo 727 xls hplo 727 xls,0
enron hpl actuals july 24 2000 teco tap 40 000 enron 50 000 hpl iferc ls hpl lsk ic 2 500 enron,0
hpl nom july 26 2000 see attached file hplo 726 xls hplo 726 xls,0
noms actual vol april 20 th 21 st agree eileen ponton 04 23 2001 10 40 21 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual vol april 20 th 21 st date nom mcf mmbtu 4 20 25 000 24 402 25 061 flowed 13 00 9 00 20 hours 4 21 15 625 15 829 16 256 flowed 9 00 24 00 15 hours btu 1 027,0
enron actual totals thru july 26 th ami 26 th reflect 1 052 500 enron 1 905 000 iferc please advise agree thanks tim,0
august 2000 iferc sds noms attached august 2000 nomination takes gas sales purchase contract txu fuels previously tufco hpl resources co txu fuels contr 3949 well august 2000 nomination takes gas sales purchase contract txu fuels sds please advise questions concerning attached thanks charlie see attached file minhplno 0 xls see attached file sdsnom xls minhplno 0 xls sdsnom xls,0
hpl nom july 28 2000 see attached file hplo 728 xls hplo 728 xls,0
enron hpl actuals july 26 2000 teco tap 30 000 enron 90 000 iferc ls hpl lsk ic 30 000 enron,0
hpl nom july 29 2000 see attached file hplo 729 xls hplo 729 xls,0
revision 1 hpl nom august 1 2000 see attached file hplo 801 xls hplo 801 xls,0
enron hpl actuals july 31 2000 teco tap 105 000 hpl iferc 10 000 enron ls hpl lsk ic 30 000 enron,0
enron hpl actuals july 21 23 2000 july 21 2000 teco tap 40 000 hpl iferc ls hpl lsk ic 30 000 enron july 22 2000 teco tap 40 000 hpl iferc ls hpl lsk ic 30 000 enron july 23 2000 teco tap 50 000 hpl iferc 10 000 enron ls hpl lsk ic 30 000 enron,0
revision 1 hpl nom july 25 2000 see attached file hplo 725 xls hplo 725 xls,0
hpl nom july 22 2000 see attached file hplo 722 xls hplo 722 xls,0
enron hpl actuals july 28 30 2000 july 28 2000 teco tap 10 000 enron 61 250 hpl iferc 8 750 hpl gas daily ls hpl lsk ic 30 000 enron july 29 2000 teco tap 10 000 enron 100 000 hpl gas daily ls hpl lsk ic 30 000 enron july 30 2000 teco tap 10 000 enron 110 000 hpl gas daily ls hpl lsk ic 30 000 enron,0
enron hpl actuals july 25 2000 teco tap 30 000 enron 90 000 hpl iferc ls hpl lsk ic 30 000 enron,0
noms actual vol april 22 nd agree eileen ponton 04 23 2001 10 57 34 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual vol april 22 nd date nom mcf mmbtu 4 20 25 000 24 402 25 061 flowed 13 00 9 00 20 hours 4 21 15 625 15 829 16 256 flowed 9 00 24 00 15 hours 4 22 25 500 25 148 25 827 flowed 16 00 9 00 17 hours btu 1 027,0
hpl nom july 14 2000 see attached file hplo 714 xls hplo 714 xls,0
enron actuals july 14 thru 16 2000 july 14 teco tap 10 000 enron 60 000 hpl iferc ls hpl katy 30 000 enron july 15 teco tap 10 000 enron 95 000 hpl iferc ls hpl katy 30 000 enron july 16 teco tap 10 000 enron 55 000 hpl iferc ls hpl katy 30 000 enron,0
hpl nom july 15 thru 17 2000 see attached file hplo 715 xls hplo 715 xls,0
enron hpl actuals july 17 2000 ami agree 17 th thanks forwarded tim powell lsp enserch us 07 18 2000 12 57 pm ami chokshi enron com 07 18 2000 11 09 40 tim powell lsp enserch us tu cc subject enron hpl actuals july 17 2000 17 th actual volumes total hplr 1 320 000 enron 660 000 gas daily please advise ami forwarded ami chokshi corp enron 07 18 2000 11 07 melissa jones 07 18 2000 10 13 29 charlie stone gary green timpowell txu com daren j farmer enron com gary hanks enron com carlos j rodriguez enron com earl tisdale enron com ami chokshi enron com cc subject enron hpl actuals july 17 2000 teco tap 10 000 enron 80 000 hpl iferc ls hpl lsk ic 30 000 enron,0
enron hpl actuals july 20 2000 teco tap 10 000 enron 60 000 hpl iferc ls hpl lsk ic 30 000 enron,0
hpl nom july 19 2000 see attached file hplo 719 xls hplo 719 xls,0
thank ami daren wanted say thanks great time st pete beach fla company food fishing yes coarse drink many drinks great daren relate drinks enjoyed meeting everyone appreciate business look forward continue business relation enron future sincerely tim,0
hpl nom april 24 2001 see attached file hplno 424 xls hplno 424 xls,0
enron actuals july 14 thru 16 2000 revised ami correct july 16 teco tap 10 000 enron 60 000 hpl iferc ls hpl katy 30 000 enron forwarded tim powell lsp enserch us 07 17 2000 02 52 pm embedded tim powell image moved 07 17 2000 12 55 pm file embedded image moved file pico 3757 pcx pic 26392 pcx daren j farmer enron com crodrig ect enron com melissa jones texas utilities tu charlie stone texas utilities tu gary green texas utilities tu ken english lsp enserch us tu ami _ chokshi enron com gary _ hanks ect enron com earl tisdale enron com cc subject enron actuals july 14 thru 16 2000 july 14 teco tap 10 000 enron 60 000 hpl iferc ls hpl katy 30 000 enron july 15 teco tap 10 000 enron 95 000 hpl iferc ls hpl katy 30 000 enron july 16 teco tap 10 000 enron 55 000 hpl iferc ls hpl katy 30 000 enron pic 26392 pcx pico 3757 pcx,0
hpl nom april 25 2001 see attached file hplno 425 xls hplno 425 xls,0
enron hpl actuals july 18 2000 teco tap 10 000 enron 65 000 iferc ls hpl lsk ic 30 000 enron,0
hpl noms july 18 2000 see attached file hplo 718 xls hplo 718 xls,0
actual flow april 3 rd agree eileen ponton 04 04 2001 10 41 53 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject actual flow april 3 rd measurement report received shows 0 flow 3 rd,0
actual flow april 3 rd agree eileen ponton 04 04 2001 10 41 53 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject actual flow april 3 rd measurement report received shows 0 flow 3 rd,0
enron hpl actuals july 21 2000 see attached file hplo 721 xls hplo 721 xls,0
enron hpl actuals july 12 2000 teco tap 10 000 enron 65 000 hpl iferc ls hpl lsk ic 30 000 enron,0
enron hpl actuals july 19 2000 teco tap 20 000 enron 100 000 iferc ls hpl lsk ic 30 000 enron,0
hpl nom july 20 2000 revision 1 see attached file hplo 720 xls hplo 720 xls,0
enron hpl actuals july 17 2000 teco tap 10 000 enron 80 000 hpl iferc ls hpl lsk ic 30 000 enron,0
enron actuals july 13 2000 teco tap 10 000 enron 60 000 hpl iferc ls hpl katy 30 000 enron,0
hpl nom july 14 2000 revision 1 revised nom ls hpl katy see attached file hplo 714 xls hplo 714 xls,0
enron actuals june 30 2000 june 30 2000 teco tap 8 750 enron 61 250 gas daily,0
hpl noms july 6 2000 see attached file hplo 706 xls hplo 706 xls,0
nom actual volume april 23 rd agree eileen ponton 04 24 2001 12 18 39 pm david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject nom actual volume april 23 rd nom mcf mmbtu 30 208 30 046 30 858 btu 1 027,0
hpl nom july 7 2000 see attached file hplo 707 xls hplo 707 xls,0
hpl nom july 12 2000 see attached file hplo 712 xls hplo 712 xls,0
hpl nom july 1 2000 see attached file hplo 701 xls hplo 701 xls,0
enron hpl actuals july 10 2000 teco tap 10 000 enron 110 000 hpl iferc ls hpl lsk ic 30 000 enron,0
enron actuals july 7 thru 9 2000 july 7 teco tap 120 000 hpl iferc ls hpl katy 30 000 enron july 8 teco tap 40 000 enron 80 000 hpl iferc july 9 teco tap 40 000 enron 80 000 hpl iferc,0
enron hpl actuals july 11 2000 teco tap 10 000 enron 75 000 hpl iferc ls hpl lsk ic 30 000 enron,0
txu fuels sds nomination may 2001 attached may 2001 nomination takes gas sales purchase contract txu fuel company previously tufco sds please advise questions concerning attached thanks ccs see attached file sdsnom xls sdsnom xls,0
hpl nom july 13 2000 see attached file hplo 713 xls hplo 713 xls,0
revision 1 enron hpl actuals july 5 2000 teco tap 10 000 enron 85 000 hpl iferc,0
hpl noms june 30 2000 see attached file hplo 630 xls hplo 630 xls,0
hpl noms july 8 2000 see attached file hplo 708 xls hplo 708 xls,0
enron hpl actuals june 30 thru july 2 200 june 30 2000 teco tap 8 750 enron 51 250 gas daily ls hpl lsk ic 30 000 hpl gas daily july 1 2000 teco tap 40 000 enron 80 000 hpl iferc july 2 2000 teco tap 40 000 enron 80 000 hpl iferc,0
enron actuals july 3 thru 4 2000 july 3 teco tap 10 000 enron 65 000 hpl iferc ls hpl katy 30 000 enron july 4 teco tap 35 000 hpl iferc ls hpl katy 30 000 enron,0
hpl nom july 11 2000 revision 1 see attached file hplo 711 xls hplo 711 xls,0
enron actuals june 28 2000 teco tap 120 000 hpl gas daily ls hpl katy 30 000 enron,0
enron hpl actuals july 6 2000 teco tap 10 000 enron 90 000 hpl iferc ls hpl lsk ic 30 000 enron,0
revision enron hpl actuals june 25 2000 june 25 2000 teco tap 50 000 enron 59 917 hpl iferc teco tap 50 000 enron 60 417 hpl iferc,0
hpl noms june 24 thru 26 2000 see attached file hplo 624 xls hplo 624 xls,0
enron hpl actuals june 23 25 2000 june 23 2000 teco tap 20 000 enron 70 000 hpl iferc ls hpl lsk ic 30 000 enron june 24 2000 teco tap 50 000 enron 50 000 hpl iferc june 25 2000 teco tap 50 000 enron 59 917 hpl iferc,0
hpl nom april 26 2001 see attached file hplno 426 xls hplno 426 xls,0
ami per conversation would perfer 2 000 difference placed oba lsp teco requested cut flow thanks forwarded tim powell lsp enserch us 06 27 2000 10 58 ami chokshi enron com 06 27 2000 08 42 09 tim powell lsp enserch us tu cc charlie stone texas utilities tu daren j farmer enron com subject hey tim may 12 supply shows 8 000 flow even though cut flow 6 0 let know want handle situation sorry inconvenience ami,0
enron actuals june 22 2000 teco tap 100 000 hpl iferc 20 000 enron ls hpl katy 30 000 enron,0
hpl nom june 29 2000 see attached file hplo 629 xls hplo 629 xls,0
hpl nom june 23 2000 see attached file hplo 623 xls hplo 623 xls,0
enron actuals june 26 2000 teco tap 20 000 enron 5 833 hpl iferc 94 167 hpl gas daily ls hpl lsk ic 30 000 enron,0
txu lonestar katy hey spoke ronnie skerrik charlie stone morning agreed lonestar bring gas back hpl nomed gas continue sold txu elevate higher vol deliveries make hpl please call questions janet,0
hpl nom june 27 2000 see attached file hplo 627 xls hplo 627 xls,0
hpl nom june 28 2000 see attached file hplo 628 xls hplo 628 xls,0
hey tim may 12 supply shows 8 000 flow even though cut flow 6 0 let know want handle situation sorry inconvenience ami,0
tufco prebid hplr est 65000 wb est 40000,0
july 2000 iferc nom attached july 2000 nomination takes gas sales purchase contract txu fuels previously tufco hpl resources co txu fuels contr 3949 well july 2000 nomination takes gas sales purchase contract txu fuels sds please advise questions concerning attached thanks charlie see attached file minhplno 0 xls see attached file sdsnom xls minhplno 0 xls sdsnom xls,0
enron actuals june 27 2000 teco tap 20 000 enron 50 000 gas daily ls hpl lsk ic 30 000 enron,0
hpl noms june 23 2000 revision 1 revision texoma thanks see attached file hplo 623 xls hplo 623 xls,0
enron actuals june 16 thru 18 2000 june 16 teco tap 97 500 hpl iferc hpl katy dbnd 5 000 enron ls hpl katy 25 000 enron junel 7 teco tap 40 000 enron 75 000 hpl iferc june 18 teco tap 40 000 enron 50 000 hpl iferc,0
hpl noms april 28 30 2001 see attached file hplno 428 xls hplno 428 xls,0
hpl nom june 14 2000 see attached file hplo 614 xls hplo 614 xls,0
hpl noms june 21 2000 see attached file hplo 621 xls hplo 621 xls,0
enron actuals june 21 2000 teco tap 120 000 hpl iferc ls hpl haty 30 000 enron,0
enron actuals june 19 2000 teco tap 40 000 enron 98 750 hpl iferc,0
hpl nom june 17 2000 see attached file hplo 617 xls hplo 617 xls,0
enron actuals junel 3 2000 teco tap 100 000 hpl iferc texoma 20 000 hpl iferc ls hpl katy 40 000 enron,0
enron hpl actuals june 15 2000 teco tap 115 000 hpl iferc 10 000 enron texoma 0 ls hpl lsk 30 000 enron,0
hpl nom june 16 2000 revision revision empire nom thanks tim see attached file hplo 616 xls hplo 616 xls,0
hpl noms june 20 2000 see attached file hplo 620 xls hplo 620 xls,0
enron actuals june 12 2000 teco tap 117 500 hpl iferc texoma 20 000 enron ls hpl katy 40 000 enron,0
enron hpl actuals june 20 2000 teco tap 120 000 hpl iferc 30 000 enron ls hpl lsk ic 30 000 enron,0
hpl nom june 22 2000 see attached file hplo 622 xls hplo 622 xls,0
hpl noms april 27 2001 see attached file hplno 427 xls hplno 427 xls,0
hpl noms june 15 2000 see attached file hplo 615 xls hplo 615 xls,0
hpl nom june 16 2000 see attached file hplo 616 xls hplo 616 xls,0
enron hpl actuals june 14 2000 teco tap 55 000 hpl iferc texoma 20 000 hpl iferc ls hpl lsk ic 40 000 enron,0
hpl noms june 06 2000 see attached file hplo 606 xls hplo 606 xls,0
hpl noms june 10 thru 12 2000 see attached file hplo 610 xls hplo 610 xls,0
enron hpl actuals june 9 12 2000 june 9 2000 teco tap 22 500 enron 38 750 hpl iferc texoma 5 833 enron ls hpl lsk ic 11 667 enron june 10 2000 teco tap 41 250 enron june 11 2000 teco tap 40 000 enron 50 000 hpl iferc,0
hpl enron actuals june 8 2000 oops sorry 7 th,0
enron totals thru june 7 2000 ami reflecting 250 000 enron 533 750 hpl iferc agree thanks tim,0
enron hpl actuals june 6 2000 teco tap 90 000 hpl iferc texoma 20 000 hpl iferc ls hpl lsk ic 40 000 enron,0
revision 3 day change hpl nom june 2 2000 see attached file hplo 602 xls hplo 602 xls,0
ami agree thanks forwarded tim powell lsp enserch us 06 01 2000 11 29 ami chokshi enron com 06 01 2000 11 13 13 tim powell lsp enserch us tu charlie stone texas utilities tu daren j farmer enron com cc subject final numbers may iferc 1 240 000 last volume 72084 day 18 enron 930 000 last volume 21667 day 26 gas daily 1 033 416 last volume 80000 day 31 please advise ami,0
hpl nom june 13 2000 see attached file hplo 613 xls hplo 613 xls,0
hpl noms june 08 2000 see attached file lsno 608 xls lsno 608 xls,0
hpl nom june 8 2000 see attached file hplo 608 xls hplo 608 xls,0
nom actual vol april 26 th agree eileen ponton 04 27 2001 11 11 15 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject nom actual vol april 26 th nom mcf mmbtu 60 000 60 034 61 655 btu 1 027,0
hpl nom change june 9 2000 revision 1 taking texoma ls hpl katy zero effective 4 00 pm today thanks tim see attached file hplo 609 xls hplo 609 xls,0
enron hpl actuals june 1 2000 teco tap 52 500 hpl iferc texoma 20 000 enron ls hpl lsk ic 40 000 enron,0
enron actuals june 08 2000 teco tap 32 500 hpl iferc texoma 20 000 hpl iferc ls hpl katy 40 000 enron,0
hpl nom june 7 2000 see attached file hplo 607 xls hplo 607 xls,0
enron actuals june 02 thru 04 2000 june 2 teco tap 56 250 hpl iferc texoma 20 000 hpl iferc ls hpl katy 40 000 enron june 3 teco tap 30 000 enron 60 000 hpl iferc june 4 teco tap 75 000 hpl iferc,0
hpl nom june 3 2000 see attached file hplo 603 xls hplo 603 xls,0
hpl noms june 08 2000 revision disregard first one sent see attached file hplo 608 xls hplo 608 xls,0
hpl enron actuals june 8 2000 teco tap 30 000 hpl iferc texoma 20 000 hpl iferc ls hpl lsk ic 40 000 enron,0
hpl nom june 9 2000 see attached file hplo 609 xls hplo 609 xls,0
hpl noms june 01 2000 see attached file hplo 601 xls hplo 601 xls,0
enron actuals may 31 2000 teco tap 80 000 hpl gas daily,0
estimated actuals april 27 29 2001 following estimated actuals april 27 29 2001 soon receive numbers duke forwarded april 27 2001 teco tap 20 000 april 28 29 2001 flow,0
hpl nom may 1 2001 see attached file hplno 501 xls hplno 501 xls,0
hpl nom april 5 2001 see attached file hplno 405 xls hplno 405 xls,0
revision 1 enron actuals may 11 2000 correct numbers teco tap 100 833 hpl iferc daren j farmer enron com crodrig ect enron com melissa jones texas utilities tu charlie stone texas utilities tu gary green texas utilities tu ken english lsp enserch us tu ami _ chokshi enron com gary _ hanks ect enron com earl tisdale enron com cc subject enron actuals may 11 2000 teco tap 103 750 hpl iferc texoma 30 000 enron ls hpl katy 12 000 enron ls teco katy 8 000 enron,0
